Date,Region,District,Crop,Seed_Price_Per_Kg,Fertilizer_Price_Per_Kg,Herbicide_Price_Per_Litre,Pesticide_Price_Per_Litre,Labor_Cost_Per_Day,Rainfall_Index,Soil_Fertility_Index
2019-12-01,Northern,Lira,Soybeans,2300,2148,10086,11993,5412,32,0.62
2019-12-01,Northern,Kitgum,Sunflower,2583,1868,10597,13416,4448,25,0.65
2019-12-01,Northern,Kitgum,Cotton,2783,2287,11626,10787,4967,17,0.61
2019-12-01,Northern,Arua,Groundnuts,2734,2105,8947,14107,3753,30,0.49
2019-12-01,Northern,Lira,Maize,2875,1879,7014,10545,4768,29,0.47
2019-12-01,Northern,Nebbi,Matooke,2364,2370,10855,11872,4951,23,0.65
2019-12-01,Northern,Gulu,Sunflower,2822,2091,9494,10138,4649,24,0.63
2019-12-01,Northern,Kitgum,Beans,3677,1879,9628,9317,5836,21,0.61
2019-12-01,Northern,Nebbi,Beans,3306,1950,7859,8706,4392,17,0.58
2019-12-01,Northern,Arua,Beans,3798,1962,7238,9275,4874,23,0.68
2019-12-01,Northern,Arua,Coffee,4000,2346,15598,13550,5566,24,0.6
2019-12-01,Northern,Lira,Coffee,4669,2182,14009,16125,6393,17,0.47
2019-12-01,Northern,Nebbi,Groundnuts,2343,2264,11062,11510,5184,22,0.65
2019-12-01,Northern,Kitgum,Coffee,3869,2884,12615,16262,7201,19,0.59
2019-12-01,Northern,Arua,Rice,2930,2224,9097,13460,5096,21,0.58
2019-12-01,Northern,Gulu,Rice,2584,2552,8224,11883,5443,13,0.63
2019-12-01,Northern,Lira,Cassava,2843,2404,10812,11489,5311,31,0.64
2019-12-01,Northern,Arua,Cassava,3087,2417,10550,15066,3870,28,0.6
2019-12-01,Northern,Kitgum,Cassava,2404,2152,8528,13348,4754,13,0.55
2019-12-01,Northern,Arua,Matooke,2576,2109,11491,11273,4345,14,0.63
2019-12-01,Northern,Nebbi,Rice,3150,2031,10227,11073,4968,26,0.56
2019-12-01,Western,Kasese,Maize,3383,2058,8362,10319,6027,102,0.78
2019-12-01,Western,Fort Portal,Matooke,3183,2459,12895,12488,4242,80,0.69
2019-12-01,Western,Fort Portal,Maize,2889,2153,8288,10731,5509,137,0.89
2019-12-01,Western,Mbarara,Sorghum,3376,2378,12470,13461,5037,70,0.7
2019-12-01,Western,Kabale,Sorghum,2621,2675,12238,12071,5055,115,0.79
2019-12-01,Western,Hoima,Sweet Potatoes,2871,2037,11259,13974,4674,78,0.7
2019-12-01,Western,Kabale,Sweet Potatoes,2575,2350,10968,14249,4611,117,0.78
2019-12-01,Western,Fort Portal,Sweet Potatoes,3530,2550,13011,15150,4404,92,0.83
2019-12-01,Western,Fort Portal,Cotton,2623,2392,9685,13054,4706,96,0.86
2019-12-01,Western,Kasese,Sorghum,2693,2896,11373,15040,5215,103,0.68
2019-12-01,Western,Kasese,Cotton,2934,2028,10819,13866,5290,115,0.74
2019-12-01,Western,Fort Portal,Soybeans,3006,2224,10727,13776,5250,72,0.71
2019-12-01,Western,Mbarara,Soybeans,3634,2077,11275,14699,5177,130,0.72
2019-12-01,Western,Kabale,Soybeans,2647,2719,12519,11558,4740,84,0.97
2019-12-01,Western,Hoima,Sunflower,2642,2103,9357,15706,5859,83,0.71
2019-12-01,Western,Mbarara,Sunflower,3326,2677,11121,13934,4822,99,0.68
2019-12-01,Western,Kasese,Sunflower,2694,2636,11489,13167,5220,75,0.75
2019-12-01,Western,Mbarara,Cotton,3212,2605,11252,11745,4155,77,0.74
2019-12-01,Western,Hoima,Groundnuts,2940,1760,10540,14357,5446,94,0.86
2019-12-01,Western,Kasese,Groundnuts,3214,2037,10792,13869,5149,117,0.81
2019-12-01,Western,Fort Portal,Groundnuts,2333,2529,12319,11633,4219,109,0.83
2019-12-01,Western,Fort Portal,Beans,3514,2039,7105,9696,5925,108,0.7
2019-12-01,Western,Mbarara,Beans,3360,1924,7426,8154,5335,65,0.78
2019-12-01,Western,Kasese,Beans,3799,2206,8389,7633,4782,103,0.74
2019-12-01,Western,Kabale,Coffee,4615,2523,16051,16750,7107,88,0.71
2019-12-01,Western,Hoima,Coffee,4277,2527,13735,15568,6393,110,0.75
2019-12-01,Western,Fort Portal,Coffee,5251,2715,13179,14436,6585,83,0.72
2019-12-01,Western,Hoima,Rice,3203,2840,11012,14632,4946,63,0.91
2019-12-01,Western,Kabale,Rice,3317,2222,11327,15032,5247,87,0.77
2019-12-01,Western,Fort Portal,Rice,3295,2249,11997,15046,4781,105,0.7
2019-12-01,Western,Mbarara,Cassava,2939,2252,11309,12749,5683,91,0.77
2019-12-01,Western,Kabale,Cassava,2562,2270,10895,12856,4174,98,0.8
2019-12-01,Western,Fort Portal,Cassava,2965,2440,12587,12682,5236,72,0.69
2019-12-01,Western,Kasese,Matooke,2784,2440,9209,16114,5800,76,0.75
2019-12-01,Western,Mbarara,Matooke,2912,2391,13019,14084,5252,105,0.72
2019-12-01,Northern,Kitgum,Maize,3059,2072,6261,10716,5275,32,0.55
2019-12-01,Western,Mbarara,Maize,3420,2493,7792,12966,6631,135,0.73
2019-12-01,Northern,Gulu,Maize,2901,1776,7299,12206,6043,27,0.56
2019-12-01,Northern,Kitgum,Matooke,2765,2167,11273,12448,5249,24,0.61
2019-12-01,Eastern,Tororo,Sunflower,2786,1890,10478,15587,4986,83,0.75
2019-12-01,Central,Wakiso,Groundnuts,4055,2470,15490,18204,6446,59,0.84
2019-12-01,Central,Luweero,Groundnuts,3748,2526,13497,14213,6232,81,0.86
2019-12-01,Central,Luweero,Sorghum,3619,3259,17035,15426,6497,91,0.72
2019-12-01,Central,Kampala,Sorghum,4109,3257,15043,18883,6072,74,0.86
2019-12-01,Central,Mukono,Sorghum,3805,3235,15739,18818,6683,100,0.83
2019-12-01,Central,Mukono,Sweet Potatoes,4135,3003,13645,19146,5414,93,0.71
2019-12-01,Central,Kampala,Groundnuts,3758,3062,12516,16968,6429,54,0.88
2019-12-01,Central,Kampala,Sweet Potatoes,3764,2837,11588,15128,6066,95,0.87
2019-12-01,Central,Masaka,Cotton,4067,3252,15771,16585,5837,84,0.8
2019-12-01,Central,Wakiso,Cotton,3531,3300,12370,16848,6459,114,0.78
2019-12-01,Central,Kampala,Cotton,3536,3121,14504,19541,6721,62,0.85
2019-12-01,Central,Mukono,Soybeans,3735,3279,13228,19823,6711,99,0.68
2019-12-01,Central,Luweero,Soybeans,4389,2437,16303,17262,6344,59,0.75
2019-12-01,Central,Masaka,Soybeans,3757,2786,15355,16460,6074,115,0.72
2019-12-01,Central,Masaka,Sweet Potatoes,3964,3199,13244,20323,6636,88,0.8
2019-12-01,Central,Masaka,Matooke,3742,3225,14261,16269,6999,79,0.87
2019-12-01,Central,Luweero,Matooke,3245,3070,14101,20821,5834,90,0.77
2019-12-01,Central,Wakiso,Matooke,4032,2901,13113,16063,7116,102,0.97
2019-12-01,Central,Wakiso,Maize,4436,3189,10171,15887,7642,94,0.81
2019-12-01,Central,Luweero,Maize,3249,2863,10654,12968,7930,86,0.75
2019-12-01,Central,Kampala,Maize,4233,2887,12260,15308,7345,139,0.76
2019-12-01,Central,Wakiso,Beans,5024,2931,10414,13944,7857,56,0.96
2019-12-01,Central,Kampala,Beans,5416,2655,10269,9115,6910,60,0.87
2019-12-01,Central,Mukono,Beans,5205,2264,10735,9822,7746,81,0.81
2019-12-01,Central,Masaka,Coffee,5270,3426,21069,20290,7316,90,0.81
2019-12-01,Central,Kampala,Coffee,6595,3120,18076,21129,7546,74,0.83
2019-12-01,Central,Wakiso,Coffee,6069,3703,15126,21510,7649,92,0.84
2019-12-01,Central,Kampala,Rice,4185,3223,13101,19051,6266,114,0.84
2019-12-01,Central,Mukono,Rice,3476,3040,13743,16257,5643,70,0.83
2019-12-01,Central,Wakiso,Rice,3286,3213,11693,16807,6894,96,0.81
2019-12-01,Central,Mukono,Cassava,4490,3139,13966,17769,5012,85,0.91
2019-12-01,Central,Luweero,Cassava,3618,2944,16167,19140,5195,119,0.83
2019-12-01,Central,Kampala,Cassava,3393,3529,14817,17471,5902,81,0.82
2019-12-01,Central,Wakiso,Sunflower,4540,3319,12949,15024,5945,104,0.74
2019-12-01,Central,Mukono,Sunflower,3649,2765,14204,15758,6113,64,0.94
2019-12-01,Eastern,Soroti,Sunflower,2868,2557,13641,13420,5900,66,0.69
2019-12-01,Eastern,Iganga,Maize,3419,1979,7796,10954,6500,85,0.73
2019-12-01,Eastern,Tororo,Groundnuts,3275,2435,13533,11181,5220,81,0.65
2019-12-01,Eastern,Tororo,Sorghum,3374,2309,10019,15128,5700,73,0.72
2019-12-01,Eastern,Soroti,Sorghum,2818,2472,11145,15218,4472,38,0.86
2019-12-01,Eastern,Jinja,Sorghum,2937,2719,13405,14326,5891,95,0.74
2019-12-01,Central,Kampala,Sunflower,3212,2966,14156,15664,6135,101,0.85
2019-12-01,Eastern,Soroti,Sweet Potatoes,2905,2519,10711,15150,4859,55,0.61
2019-12-01,Eastern,Jinja,Groundnuts,2397,2240,10768,16992,5600,67,0.66
2019-12-01,Eastern,Mbale,Sweet Potatoes,3045,2284,10442,15783,5667,52,0.75
2019-12-01,Eastern,Soroti,Cotton,3012,2486,10787,12023,4615,57,0.71
2019-12-01,Eastern,Tororo,Cotton,3156,2797,11734,16233,3671,79,0.77
2019-12-01,Eastern,Iganga,Soybeans,2873,1864,12410,12460,5644,69,0.79
2019-12-01,Eastern,Mbale,Soybeans,3275,2045,9676,13846,3950,72,0.62
2019-12-01,Eastern,Soroti,Soybeans,3233,2536,10175,14490,5705,75,0.7
2019-12-01,Eastern,Mbale,Sunflower,3324,2163,12188,14208,4985,76,0.77
2019-12-01,Eastern,Iganga,Cotton,2657,2721,10745,13393,4725,69,0.71
2019-12-01,Eastern,Iganga,Groundnuts,3407,2712,12340,10609,4944,63,0.78
2019-12-01,Eastern,Tororo,Sweet Potatoes,2936,2175,9652,14523,5448,88,0.78
2019-12-01,Eastern,Soroti,Matooke,3095,2439,11222,12985,5161,79,0.76
2019-12-01,Eastern,Jinja,Matooke,3084,2631,10295,14533,5522,53,0.68
2019-12-01,Eastern,Mbale,Maize,3117,1768,11134,12414,6697,60,0.67
2019-12-01,Eastern,Iganga,Beans,3488,2074,8482,8165,6387,74,0.73
2019-12-01,Eastern,Tororo,Beans,4210,2367,9252,8647,6515,57,0.67
2019-12-01,Eastern,Mbale,Beans,4109,1935,7904,10116,5874,76,0.7
2019-12-01,Eastern,Jinja,Coffee,4745,2817,13525,18603,7774,60,0.73
2019-12-01,Eastern,Tororo,Coffee,5045,2807,12992,13746,8327,82,0.69
2019-12-01,Eastern,Jinja,Maize,3006,2556,8614,9783,5629,50,0.72
2019-12-01,Eastern,Soroti,Rice,3096,2402,10845,12527,5817,58,0.77
2019-12-01,Eastern,Jinja,Rice,3267,2214,12036,14052,4836,64,0.74
2019-12-01,Eastern,Mbale,Rice,2980,2928,11205,14001,5916,59,0.74
2019-12-01,Eastern,Jinja,Cassava,3346,2253,10629,13960,5619,58,0.62
2019-12-01,Eastern,Iganga,Cassava,2582,2277,12465,11987,5630,69,0.89
2019-12-01,Eastern,Mbale,Cassava,2555,2896,11833,13104,5028,82,0.81
2019-12-01,Eastern,Mbale,Matooke,2676,2339,12575,12827,5282,57,0.55
2019-12-01,Eastern,Iganga,Coffee,4592,2871,13566,15605,7131,49,0.59
2020-01-01,Northern,Arua,Groundnuts,3384,3340,13614,18545,5623,17,0.73
2020-01-01,Northern,Kitgum,Sorghum,3388,3376,13122,14308,6580,21,0.61
2020-01-01,Northern,Arua,Sorghum,3419,2986,13505,15449,5827,25,0.64
2020-01-01,Northern,Lira,Sorghum,4072,2540,16042,17333,5734,21,0.55
2020-01-01,Northern,Lira,Sweet Potatoes,3841,2372,14390,15582,5072,15,0.57
2020-01-01,Northern,Nebbi,Sweet Potatoes,3536,2958,10527,16400,5474,10,0.59
2020-01-01,Northern,Arua,Cotton,3256,2799,12509,14776,5638,23,0.55
2020-01-01,Northern,Nebbi,Cotton,3861,2915,12772,15879,5830,22,0.63
2020-01-01,Northern,Kitgum,Cotton,3165,2877,11338,15171,6451,13,0.51
2020-01-01,Northern,Kitgum,Soybeans,3257,2358,13077,18513,5824,18,0.53
2020-01-01,Northern,Arua,Soybeans,3060,3147,12817,13324,6614,19,0.65
2020-01-01,Northern,Nebbi,Soybeans,4521,2680,11555,13343,4653,18,0.7
2020-01-01,Northern,Arua,Sunflower,3116,3086,12346,14878,5038,27,0.67
2020-01-01,Northern,Kitgum,Sweet Potatoes,3117,2773,13855,15184,6393,17,0.64
2020-01-01,Northern,Gulu,Groundnuts,3408,3004,12753,15726,6133,23,0.5
2020-01-01,Northern,Gulu,Maize,4273,2816,8811,14515,5588,23,0.52
2020-01-01,Northern,Gulu,Matooke,3467,3172,12623,16175,5737,28,0.55
2020-01-01,Northern,Gulu,Sunflower,3395,2496,12246,14835,5155,16,0.62
2020-01-01,Northern,Lira,Beans,4639,2318,7318,11632,6870,19,0.67
2020-01-01,Northern,Nebbi,Beans,4270,2288,9586,9220,6471,20,0.69
2020-01-01,Northern,Gulu,Beans,4263,2570,10648,12197,6881,22,0.65
2020-01-01,Northern,Arua,Coffee,6309,3184,15055,17710,7383,17,0.56
2020-01-01,Northern,Kitgum,Coffee,5255,3080,16175,17482,7462,25,0.62
2020-01-01,Northern,Lira,Coffee,4936,3129,13193,17725,7117,23,0.67
2020-01-01,Northern,Gulu,Rice,3398,2669,13094,14531,5861,19,0.6
2020-01-01,Northern,Nebbi,Rice,3513,2753,13253,16813,5457,16,0.5
2020-01-01,Northern,Arua,Rice,3447,2660,9796,17563,7252,20,0.64
2020-01-01,Northern,Nebbi,Cassava,3480,2821,12209,14938,7115,19,0.7
2020-01-01,Northern,Arua,Cassava,3551,3098,14393,15100,6569,15,0.62
2020-01-01,Northern,Lira,Cassava,3353,2479,12336,16189,4966,18,0.57
2020-01-01,Northern,Nebbi,Matooke,3321,2570,13524,14900,4760,12,0.55
2020-01-01,Northern,Lira,Matooke,3249,2785,10072,14529,5092,23,0.64
2020-01-01,Northern,Kitgum,Groundnuts,3141,2782,11711,19617,6793,19,0.46
2020-01-01,Northern,Lira,Sunflower,3180,3278,10054,20143,6133,19,0.62
2020-01-01,Western,Fort Portal,Matooke,3661,2602,13850,17259,7019,79,0.77
2020-01-01,Western,Fort Portal,Maize,4177,2804,10099,13991,6221,71,0.71
2020-01-01,Western,Kabale,Sorghum,3728,2527,14820,18078,5355,64,0.79
2020-01-01,Western,Fort Portal,Sorghum,3588,3402,12584,16649,6805,74,0.79
2020-01-01,Western,Kabale,Sweet Potatoes,4219,2696,16270,20286,6902,75,0.79
2020-01-01,Western,Mbarara,Sweet Potatoes,3836,2836,13792,19564,6314,71,0.7
2020-01-01,Western,Kasese,Sweet Potatoes,3316,3222,13394,19525,6443,56,0.75
2020-01-01,Western,Hoima,Cotton,3202,3082,12909,15730,5828,91,0.62
2020-01-01,Western,Kasese,Sorghum,4264,3053,13998,16695,6614,58,0.93
2020-01-01,Western,Kabale,Cotton,3725,3693,14659,17014,6702,86,0.77
2020-01-01,Western,Hoima,Soybeans,4476,2686,14728,19089,5725,61,0.81
2020-01-01,Western,Mbarara,Soybeans,3414,3173,13744,18607,5461,61,0.76
2020-01-01,Western,Kasese,Soybeans,4053,3399,10340,14147,6111,35,0.81
2020-01-01,Western,Hoima,Sunflower,3174,3453,14094,15434,7260,67,0.66
2020-01-01,Western,Fort Portal,Sunflower,3372,3032,16176,17422,5948,66,0.74
2020-01-01,Northern,Lira,Maize,3197,2266,10154,13898,6734,13,0.65
2020-01-01,Western,Mbarara,Cotton,3541,2990,14347,16119,6621,59,0.79
2020-01-01,Western,Mbarara,Groundnuts,3885,2991,15121,19705,7192,75,0.72
2020-01-01,Western,Kasese,Groundnuts,3002,2735,13842,17050,5700,42,0.84
2020-01-01,Western,Fort Portal,Groundnuts,3843,3164,14857,16963,6859,58,0.71
2020-01-01,Western,Mbarara,Maize,3981,2957,10865,14628,7347,91,0.62
2020-01-01,Western,Kasese,Beans,4249,2861,10686,12575,6958,72,0.66
2020-01-01,Western,Fort Portal,Beans,5052,2478,11671,12375,5809,55,0.71
2020-01-01,Western,Mbarara,Beans,4506,2494,7452,9937,6117,60,0.71
2020-01-01,Western,Kabale,Coffee,4648,3429,17669,20088,9773,74,0.87
2020-01-01,Western,Hoima,Coffee,4962,3691,18030,19675,8746,105,0.76
2020-01-01,Western,Mbarara,Coffee,5743,3400,18675,19294,7835,80,0.63
2020-01-01,Western,Kabale,Rice,3698,3166,14777,15984,5159,65,0.76
2020-01-01,Western,Mbarara,Rice,3459,2931,15479,20065,5897,80,0.69
2020-01-01,Western,Hoima,Rice,3446,3430,12893,18084,7035,69,0.68
2020-01-01,Western,Kasese,Cassava,3790,2839,14574,17458,6139,59,0.7
2020-01-01,Western,Mbarara,Cassava,3724,3407,13401,16033,7431,60,0.76
2020-01-01,Western,Kabale,Cassava,3251,2818,16000,17200,7042,93,0.88
2020-01-01,Western,Kabale,Matooke,4109,2900,13046,19494,7455,68,0.7
2020-01-01,Western,Kasese,Matooke,3269,2934,14195,14359,5790,75,0.7
2020-01-01,Western,Kasese,Maize,4142,2829,9598,14737,7843,74,0.73
2020-01-01,Western,Kabale,Sunflower,3654,3119,14892,19259,6009,61,0.75
2020-01-01,Northern,Nebbi,Maize,3675,2854,9723,11244,8864,25,0.64
2020-01-01,Eastern,Mbale,Sunflower,4318,3122,13366,20625,6685,54,0.76
2020-01-01,Central,Kampala,Groundnuts,4714,3905,18119,20562,8987,62,0.75
2020-01-01,Central,Luweero,Groundnuts,4527,3816,17883,19135,8560,73,0.82
2020-01-01,Central,Masaka,Sorghum,4722,4595,18469,23099,7136,43,0.87
2020-01-01,Central,Kampala,Sorghum,5098,4332,16719,22962,7114,69,0.78
2020-01-01,Central,Mukono,Sorghum,4206,3294,18057,17918,7125,61,0.74
2020-01-01,Central,Luweero,Sweet Potatoes,4774,4165,17847,23558,9026,70,0.67
2020-01-01,Central,Mukono,Groundnuts,5093,5035,18284,25036,9299,77,0.7
2020-01-01,Central,Wakiso,Sweet Potatoes,4365,3684,17896,23378,9875,69,0.83
2020-01-01,Central,Wakiso,Cotton,4782,3672,18227,21424,8413,70,0.86
2020-01-01,Central,Mukono,Cotton,5606,3288,17119,19064,7082,69,0.92
2020-01-01,Central,Luweero,Cotton,4408,3643,16591,20107,8625,51,0.79
2020-01-01,Central,Wakiso,Soybeans,5005,3121,16946,22990,7429,57,0.8
2020-01-01,Central,Luweero,Soybeans,4716,3347,14904,24477,8831,66,0.64
2020-01-01,Central,Kampala,Soybeans,3863,3712,16509,23978,7375,70,0.82
2020-01-01,Central,Masaka,Sweet Potatoes,5182,3395,17244,24104,9894,84,0.67
2020-01-01,Central,Kampala,Matooke,4909,3895,18685,23449,6918,58,0.61
2020-01-01,Central,Wakiso,Matooke,4961,3699,16157,21500,7968,55,0.83
2020-01-01,Central,Mukono,Matooke,4752,3807,18412,23921,8919,71,0.9
2020-01-01,Central,Masaka,Maize,5800,3949,15200,17373,11010,66,0.77
2020-01-01,Central,Luweero,Maize,5280,3791,13589,18651,10192,67,0.87
2020-01-01,Central,Mukono,Maize,5088,4481,13257,16597,9459,82,0.75
2020-01-01,Central,Masaka,Beans,6390,2957,10743,15860,10046,53,0.84
2020-01-01,Central,Kampala,Beans,6793,2660,12596,13702,8401,34,0.76
2020-01-01,Central,Wakiso,Beans,6299,3527,13174,13623,6191,58,0.66
2020-01-01,Central,Kampala,Coffee,7340,4311,23379,25974,9505,59,0.88
2020-01-01,Central,Mukono,Coffee,7729,5165,22628,29880,9900,49,0.8
2020-01-01,Central,Masaka,Coffee,8263,4605,23156,24901,9291,53,0.78
2020-01-01,Central,Kampala,Rice,4450,3981,19696,24015,8141,79,0.81
2020-01-01,Central,Luweero,Rice,5089,4186,17757,22603,8754,71,0.87
2020-01-01,Central,Wakiso,Rice,6000,3457,20933,19531,7526,53,0.94
2020-01-01,Central,Wakiso,Cassava,4594,3770,18942,23360,8805,26,0.7
2020-01-01,Central,Masaka,Cassava,4941,4315,17597,19193,8802,64,0.69
2020-01-01,Central,Luweero,Cassava,4928,4560,17930,22694,6594,41,0.78
2020-01-01,Central,Wakiso,Sunflower,4974,3343,17609,24046,8250,61,0.66
2020-01-01,Central,Luweero,Sunflower,4901,3445,17374,22078,8305,46,0.9
2020-01-01,Eastern,Soroti,Sunflower,4202,2788,15327,20909,6771,30,0.74
2020-01-01,Eastern,Tororo,Maize,4727,3108,10081,15370,7100,51,0.67
2020-01-01,Eastern,Soroti,Groundnuts,3500,3283,14326,16655,6114,30,0.6
2020-01-01,Eastern,Tororo,Sorghum,3752,3810,17221,15735,7442,54,0.75
2020-01-01,Eastern,Soroti,Sorghum,4103,2978,14830,18544,6048,37,0.8
2020-01-01,Eastern,Iganga,Sorghum,3678,3168,16239,20562,7531,41,0.71
2020-01-01,Eastern,Mbale,Sweet Potatoes,3554,3337,12175,17338,6352,61,0.69
2020-01-01,Eastern,Tororo,Sweet Potatoes,4140,2723,13659,22087,7066,34,0.67
2020-01-01,Eastern,Mbale,Groundnuts,4300,3598,14736,19954,6675,44,0.7
2020-01-01,Eastern,Tororo,Cotton,3860,3307,15071,17285,7065,46,0.66
2020-01-01,Eastern,Mbale,Cotton,3901,3089,15688,19981,7521,43,0.72
2020-01-01,Eastern,Tororo,Soybeans,3645,2644,14287,18382,7011,44,0.78
2020-01-01,Eastern,Soroti,Soybeans,4454,3137,15645,18158,6848,53,0.71
2020-01-01,Eastern,Jinja,Soybeans,3456,2716,13808,18809,5709,31,0.7
2020-01-01,Eastern,Iganga,Sunflower,4047,2698,15631,18231,6599,34,0.68
2020-01-01,Central,Kampala,Sunflower,4848,3213,20624,21617,8412,50,0.77
2020-01-01,Eastern,Iganga,Cotton,4041,3031,15410,16177,5851,49,0.79
2020-01-01,Eastern,Iganga,Groundnuts,3606,3030,14195,18872,6529,47,0.94
2020-01-01,Eastern,Jinja,Sweet Potatoes,4056,2910,15728,19278,7246,50,0.67
2020-01-01,Eastern,Mbale,Matooke,3731,2952,12951,15795,6953,61,0.75
2020-01-01,Eastern,Soroti,Matooke,3610,3088,15716,14872,6693,51,0.65
2020-01-01,Eastern,Soroti,Maize,4819,2595,9356,12256,8330,43,0.81
2020-01-01,Eastern,Iganga,Beans,5045,2446,11318,12959,5821,44,0.78
2020-01-01,Eastern,Soroti,Beans,4957,2575,11522,12859,7019,46,0.8
2020-01-01,Eastern,Jinja,Beans,5737,2226,9269,11536,6928,45,0.76
2020-01-01,Eastern,Tororo,Coffee,4470,3544,17781,18590,8995,46,0.75
2020-01-01,Eastern,Jinja,Coffee,7225,4181,19956,22862,8075,47,0.57
2020-01-01,Eastern,Iganga,Coffee,6940,2921,14321,20235,8852,50,0.82
2020-01-01,Eastern,Jinja,Maize,4793,2879,11288,14451,9550,31,0.59
2020-01-01,Eastern,Mbale,Rice,3784,2636,11173,16521,6581,51,0.8
2020-01-01,Eastern,Jinja,Rice,3868,3514,13470,17403,6858,50,0.6
2020-01-01,Eastern,Tororo,Cassava,4209,3164,14880,16593,7051,48,0.68
2020-01-01,Eastern,Soroti,Cassava,4020,3527,14338,15247,6490,54,0.66
2020-01-01,Eastern,Iganga,Cassava,3940,2766,13811,18026,7553,56,0.74
2020-01-01,Eastern,Iganga,Matooke,3597,2893,12903,16843,7084,45,0.62
2020-01-01,Eastern,Tororo,Rice,3362,2977,14075,16190,7204,55,0.78
2020-02-01,Northern,Kitgum,Sweet Potatoes,3912,3004,13580,20681,7553,44,0.59
2020-02-01,Northern,Gulu,Groundnuts,3976,2967,13867,18420,6895,39,0.6
2020-02-01,Northern,Kitgum,Sorghum,4647,2802,11057,18904,6930,33,0.5
2020-02-01,Northern,Nebbi,Sorghum,4344,2843,12515,17881,6793,34,0.67
2020-02-01,Northern,Arua,Sorghum,4752,2843,14497,19567,7655,38,0.64
2020-02-01,Northern,Nebbi,Sweet Potatoes,3761,3342,13211,17641,8250,43,0.53
2020-02-01,Northern,Kitgum,Sunflower,4000,2896,12406,18034,6286,32,0.48
2020-02-01,Northern,Lira,Cotton,3247,3082,13996,18991,5941,37,0.58
2020-02-01,Northern,Kitgum,Cotton,3247,2884,13444,20180,7342,33,0.56
2020-02-01,Northern,Nebbi,Cotton,3984,2279,12801,15936,7592,42,0.7
2020-02-01,Northern,Lira,Soybeans,4117,3370,14075,14710,7220,25,0.58
2020-02-01,Northern,Gulu,Soybeans,3780,3205,15071,18502,6790,39,0.61
2020-02-01,Northern,Arua,Soybeans,4319,3319,17727,18414,7127,39,0.66
2020-02-01,Northern,Lira,Groundnuts,4006,2940,14593,20709,6260,45,0.54
2020-02-01,Northern,Lira,Sweet Potatoes,4139,3708,12966,19508,6058,31,0.55
2020-02-01,Northern,Arua,Groundnuts,3480,2589,15037,20465,6415,33,0.63
2020-02-01,Northern,Arua,Maize,5044,2296,10276,15316,7967,36,0.66
2020-02-01,Northern,Arua,Matooke,3918,3472,12128,15948,7214,25,0.7
2020-02-01,Northern,Arua,Sunflower,3937,2952,14820,21897,5338,31,0.59
2020-02-01,Northern,Nebbi,Maize,4226,3067,12075,13933,8194,36,0.61
2020-02-01,Northern,Arua,Beans,5644,2883,11028,12596,8305,42,0.63
2020-02-01,Northern,Nebbi,Beans,4344,2363,10770,12605,6444,29,0.71
2020-02-01,Northern,Lira,Beans,4549,2232,12184,12233,8040,31,0.66
2020-02-01,Northern,Lira,Coffee,6802,3671,15778,20332,8644,39,0.55
2020-02-01,Northern,Nebbi,Coffee,4972,3264,18559,21524,10274,32,0.5
2020-02-01,Northern,Arua,Coffee,6974,3680,17730,19652,9654,29,0.65
2020-02-01,Northern,Nebbi,Rice,3664,3343,14311,17556,7023,39,0.62
2020-02-01,Northern,Arua,Rice,3830,3328,13570,17139,5607,46,0.62
2020-02-01,Northern,Lira,Rice,3155,3739,16083,18255,7500,40,0.71
2020-02-01,Northern,Nebbi,Cassava,3683,2806,15129,19901,5644,33,0.62
2020-02-01,Northern,Gulu,Cassava,3301,2611,14482,18474,7309,32,0.59
2020-02-01,Northern,Lira,Cassava,4043,3542,15596,20890,6333,31,0.67
2020-02-01,Northern,Nebbi,Matooke,3944,3172,14525,15334,5970,39,0.63
2020-02-01,Northern,Gulu,Matooke,3479,3418,16376,19967,5422,32,0.57
2020-02-01,Northern,Nebbi,Sunflower,4131,3276,15318,16851,7595,40,0.66
2020-02-01,Western,Kabale,Matooke,4480,3226,16858,17089,7707,64,0.58
2020-02-01,Western,Mbarara,Maize,5054,3163,11577,15867,8516,81,0.73
2020-02-01,Western,Kasese,Sorghum,4445,4027,15367,16273,7156,105,0.83
2020-02-01,Western,Hoima,Sorghum,4510,3281,12870,19690,8371,135,0.69
2020-02-01,Western,Kasese,Sweet Potatoes,4312,3184,18171,19248,7170,91,0.62
2020-02-01,Western,Hoima,Sweet Potatoes,4534,3140,13987,23756,7556,107,0.77
2020-02-01,Western,Fort Portal,Sweet Potatoes,3862,3881,15577,17149,7489,82,0.88
2020-02-01,Western,Kasese,Cotton,3864,3600,15269,18457,6585,146,0.69
2020-02-01,Western,Mbarara,Sorghum,3263,3204,14052,16825,6821,97,0.82
2020-02-01,Western,Kabale,Cotton,4022,3225,20569,16270,6771,79,0.86
2020-02-01,Western,Kasese,Soybeans,4430,3563,16461,22504,6766,89,0.78
2020-02-01,Western,Hoima,Soybeans,4114,3178,16114,21487,6947,86,0.73
2020-02-01,Western,Kabale,Soybeans,3965,3517,17798,16991,7843,100,0.81
2020-02-01,Western,Fort Portal,Sunflower,4876,3628,15411,20574,7085,81,0.73
2020-02-01,Western,Hoima,Sunflower,4421,3360,16072,18251,7257,124,0.71
